county,state,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,mean_2010,mean_2011,mean_2012,mean_2013,mean_2014,mean_2015,mean_2016,mean_2017,mean_2018,mean_2019
woodbury county,IA,Sioux City,19,193,563,103102.08333333333,106491.66666666667,101635.41666666667,108170.83333333333,116627.08333333333,123404.16666666667,138683.33333333334,157633.33333333334,160047.70833333334,151075.0
fond du lac county,WI,Fond du Lac,55,39,564,140408.33333333334,137904.16666666666,130118.75,131112.5,130145.83333333333,124037.5,125787.08333333333,135458.33333333334,144845.41666666666,136949.75
tompkins county,NY,Ithaca,36,109,565,218875.0,207614.58333333334,206977.08333333334,205766.58333333334,223179.08333333334,236941.66666666666,238900.0,253141.66666666666,244412.5,242500.0
houston county,AL,Dothan,1,69,566,166358.33333333334,156713.375,148033.33333333334,145812.5,148166.66666666666,153304.16666666666,152304.16666666666,155287.45833333334,164761.29166666666,179850.0
ashtabula county,OH,Ashtabula,39,7,567,108579.16666666667,103645.83333333333,105695.83333333333,99726.45833333333,100320.83333333333,99261.91666666667,98675.25,101987.41666666667,112078.75,113325.0
franklin county,MO,St. Louis,29,71,568,154462.45833333334,151387.5,144604.16666666666,147891.66666666666,150895.83333333334,156008.20833333334,162178.33333333334,173643.25,191825.0,194100.0
adams county,PA,Gettysburg,42,1,569,212926.25,195420.83333333334,182180.83333333334,204560.16666666666,215193.25,218574.29166666666,221108.625,222077.04166666666,231854.33333333334,209881.75
cecil county,MD,Philadelphia-Camden-Wilmington,24,15,570,297380.5,297380.5,297380.5,297380.5,270783.4583333333,272398.5,269899.25,264462.3333333333,280437.6666666667,270492.5
pennington county,SD,Rapid City,46,103,571,184802.875,181004.16666666666,184150.0,185095.83333333334,195984.875,212775.0,225816.66666666666,240016.66666666666,251979.16666666666,249900.0
bartow county,GA,Atlanta-Sandy Springs-Roswell,13,15,572,135955.75,121689.58333333333,111943.75,127575.0,144399.16666666666,158564.5,179585.875,195956.25,203498.33333333334,206450.0
newton county,GA,Atlanta-Sandy Springs-Roswell,13,217,573,129900.0,129900.0,129900.0,129900.0,140028.33333333334,144981.25,153879.95833333334,186248.54166666666,202796.29166666666,204351.5
lenawee county,MI,Adrian,26,91,574,115891.25,105095.83333333333,106837.5,119304.08333333333,123745.83333333333,129248.95833333333,131608.33333333334,142170.41666666666,142566.625,144950.0
hanover county,VA,Richmond,51,85,575,287047.0833333333,260787.08333333334,256598.0,277176.25,277854.3333333333,298418.6666666667,313192.5,325909.625,348203.3333333333,363980.0
putnam county,NY,New York-Newark-Jersey City,36,79,576,373732.5,342079.125,327829.0833333333,327096.6666666667,344391.6666666667,352912.5,357095.8333333333,383129.1666666667,396024.9166666667,394500.0
cass county,MO,Kansas City,29,37,577,154070.83333333334,148594.58333333334,140019.16666666666,142718.75,163156.20833333334,169162.5,203554.16666666666,235188.125,247210.41666666666,232450.0
yamhill county,OR,Portland-Vancouver-Hillsboro,41,71,578,236154.16666666666,223852.58333333334,226425.25,247266.66666666666,258845.83333333334,267312.5,310600.0,350670.8333333333,387812.5,399950.0
steuben county,NY,Corning,36,101,579,128420.83333333333,120975.0,128727.625,124454.16666666667,125150.0,132228.33333333334,127404.16666666667,126904.16666666667,128929.16666666667,125225.0
albemarle county,VA,Charlottesville,51,3,580,346798.7083333333,334096.3333333333,328851.875,378938.75,410156.4583333333,442905.4166666667,468032.9166666667,485925.0,481632.9166666667,497000.0
bradley county,TN,Cleveland,47,11,581,160150.0,153916.66666666666,150620.83333333334,159891.66666666666,166535.41666666666,170204.16666666666,182258.33333333334,196504.08333333334,206158.29166666666,219900.0
highlands county,FL,Sebring,12,55,582,129166.66666666667,108150.0,89225.0,92832.5,110087.41666666667,130107.66666666667,147625.0,151707.20833333334,158987.5,161912.5
nevada county,CA,Truckee-Grass Valley,6,57,583,398370.8333333333,349687.5,329583.2916666667,376885.4166666667,392888.4583333333,431477.0833333333,475943.7083333333,511402.0833333333,508220.8333333333,478000.0
eau claire county,WI,Eau Claire,55,35,584,145406.29166666666,137321.95833333334,130683.33333333333,138166.66666666666,141268.41666666666,148828.33333333334,161154.16666666666,183866.66666666666,202529.16666666666,217425.0
wicomico county,MD,Salisbury,24,45,585,178742.66666666666,166216.66666666666,158741.66666666666,157689.375,159429.16666666666,159325.0,157533.25,158686.29166666666,168975.0,184900.0
madison county,TN,Jackson,47,113,586,124791.66666666667,118279.16666666667,118890.33333333333,124466.66666666667,130425.0,137091.66666666666,141254.16666666666,145591.66666666666,147025.0,147499.5
cleveland county,NC,Shelby,37,45,587,115154.16666666667,120179.16666666667,122802.08333333333,124611.45833333333,135379.16666666666,137286.66666666666,132195.83333333334,135082.91666666666,147845.83333333334,147700.0
fairbanks north star borough,AK,Fairbanks,2,90,588,226479.16666666666,224233.33333333334,222866.66666666666,217991.66666666666,205329.16666666666,208854.16666666666,219247.79166666666,213625.0,226187.375,224075.0
cape may county,NJ,Ocean City,34,9,589,486016.6666666667,423379.1666666667,382108.3333333333,397125.0,395508.3333333333,386691.6666666667,395595.8333333333,388979.1666666667,410098.0,425000.0
roanoke city,VA,Roanoke,51,770,590,124375.0,124375.0,124375.0,124375.0,124375.0,123010.375,121694.79166666667,128306.04166666667,132503.75,137425.0
daviess county,KY,Owensboro,21,59,591,121495.83333333333,119286.25,125720.70833333333,129495.83333333333,135128.66666666666,150534.5,155600.0,176855.04166666666,195750.66666666666,201800.0
craighead county,AR,Jonesboro,5,31,592,143950.0,137216.66666666666,143510.41666666666,149716.66666666666,158129.16666666666,161162.5,173216.625,168004.16666666666,174195.83333333334,178700.0
cabell county,WV,Huntington-Ashland,54,11,593,132492.5,126641.66666666667,124345.83333333333,130724.91666666667,139520.83333333334,136466.66666666666,135041.625,126220.83333333333,127441.625,128575.0
lafourche parish,LA,Houma-Thibodaux,22,57,594,161100.0,155918.75,164062.5,169229.16666666666,173329.58333333334,179203.33333333334,186210.41666666666,178629.16666666666,185283.33333333334,196000.0
floyd county,GA,Rome,13,115,595,120100.0,114083.33333333333,113400.83333333333,122995.83333333333,127195.83333333333,135775.0,142399.04166666666,155499.91666666666,161578.75,155945.0
monongalia county,WV,Morgantown,54,61,596,197979.125,195533.125,195311.625,196572.54166666666,220663.04166666666,231612.5,240584.125,242864.58333333334,251841.66666666666,259999.5
garland county,AR,Hot Springs,5,51,597,183079.16666666666,172441.66666666666,168837.5,155607.33333333334,141491.66666666666,164687.29166666666,177716.66666666666,193512.5,203812.5,192900.0
nash county,NC,Rocky Mount,37,127,598,142345.83333333334,136758.33333333334,128462.5,128269.79166666667,127829.16666666667,129910.375,137604.16666666666,141235.04166666666,161741.66666666666,164225.0
flagler county,FL,Deltona-Daytona Beach-Ormond Beach,12,35,599,193195.0,154979.16666666666,155420.0,186704.16666666666,200183.33333333334,240642.66666666666,270325.7916666667,268207.8333333333,276422.2083333333,281950.0
portsmouth city,VA,Virginia Beach-Norfolk-Newport News,51,740,600,159300.0,144104.16666666666,136404.16666666666,146483.33333333334,141540.41666666666,146454.16666666666,148874.95833333334,156556.66666666666,157687.5,156500.0
madison county,MS,Jackson,28,89,601,245270.83333333334,245825.0,241358.33333333334,244387.5,259550.0,296027.0833333333,283752.0833333333,314708.3333333333,312103.7083333333,299800.0
sutter county,CA,Yuba City,6,101,602,228250.0,228250.0,228250.0,228250.0,236545.83333333334,250212.29166666666,263365.6666666667,282399.9583333333,314108.3333333333,303250.0
dougherty county,GA,Albany,13,95,603,130479.16666666667,123370.83333333333,107608.33333333333,101120.83333333333,99087.5,89770.83333333333,88150.0,95322.16666666667,100583.33333333333,88825.0
northumberland county,PA,Sunbury,42,97,604,95650.0,95650.0,95650.0,95650.0,95650.0,95650.0,95650.0,95650.0,98595.83333333333,111000.0
montgomery county,VA,Blacksburg-Christiansburg-Radford,51,121,605,212468.75,200151.54166666666,201246.91666666666,187095.83333333334,188545.83333333334,210414.5,230975.0,244150.0,239393.70833333334,226750.0
wayne county,NY,Rochester,36,117,606,132911.11111111112,132911.11111111112,132911.11111111112,132911.11111111112,132911.11111111112,132911.11111111112,132911.11111111112,128679.16666666667,139604.16666666666,140450.0
dubuque county,IA,Dubuque,19,61,607,158625.0,159875.0,162520.83333333334,153750.0,161558.33333333334,174908.33333333334,184379.16666666666,195529.16666666666,206733.33333333334,197400.0
rockingham county,NC,Greensboro-High Point,37,157,608,115245.83333333333,114079.16666666667,109287.5,116170.83333333333,115588.33333333333,119937.5,123091.625,117812.5,126132.91666666667,128900.0
sumter county,FL,The Villages,12,119,609,179200.0,168437.5,172258.33333333334,167755.0,198550.0,219033.33333333334,218288.33333333334,248191.66666666666,251024.58333333334,257000.0
geauga county,OH,Cleveland-Elyria,39,55,610,266354.1666666667,245595.83333333334,235358.33333333334,246133.33333333334,249189.58333333334,257250.0,267741.6666666667,294079.1666666667,300454.1666666667,304950.0
pottawattamie county,IA,Omaha-Council Bluffs,19,155,611,130211.58333333333,122737.5,117521.08333333333,117983.33333333333,119545.83333333333,120591.66666666667,126387.5,125066.66666666667,145416.66666666666,149950.0
marshall county,AL,Albertville,1,95,612,146158.33333333334,146679.16666666666,143679.16666666666,145404.16666666666,153383.33333333334,156083.33333333334,160625.0,169854.16666666666,176833.95833333334,184950.0
lauderdale county,AL,Florence-Muscle Shoals,1,77,613,149670.83333333334,146387.5,144024.58333333334,146538.54166666666,149520.83333333334,157250.0,166812.5,170087.5,174766.66666666666,174475.0
tuscarawas county,OH,New Philadelphia-Dover,39,157,614,106215.33333333333,105477.91666666667,104066.66666666667,116272.5,122816.45833333333,125099.79166666667,132719.83333333334,128217.0,131995.83333333334,124900.0
bowie county,TX,Texarkana,48,37,615,126225.0,130581.25,133909.08333333334,131722.875,137500.45833333334,145887.5,147758.33333333334,157397.29166666666,161760.91666666666,173500.0
orangeburg county,SC,Orangeburg,45,75,616,152495.66666666666,151816.66666666666,139125.0,133616.66666666666,132812.5,140741.66666666666,145897.91666666666,135900.0,130170.83333333333,131200.0
roanoke county,VA,Roanoke,51,161,617,212675.31818181818,212675.31818181818,212675.31818181818,212675.31818181818,212675.31818181818,221672.91666666666,218362.25,231802.08333333334,231694.66666666666,227200.0
laramie county,WY,Cheyenne,56,21,618,199145.83333333334,195170.83333333334,196701.66666666666,201933.33333333334,217725.0,227322.91666666666,249066.66666666666,264566.6666666667,272825.0,271000.0
lawrence county,PA,New Castle,42,73,619,90992.16666666667,89437.5,92087.5,88387.58333333333,86533.25,87670.79166666667,81812.5,78995.75,84229.08333333333,89450.0
carver county,MN,Minneapolis-St. Paul-Bloomington,27,19,620,252572.5,245782.5,292077.1666666667,315354.1666666667,342555.0,343386.0416666667,359922.5,373472.5,384710.125,403945.0
flathead county,MT,Kalispell,30,29,621,307220.4166666667,288170.8333333333,280625.0,326295.8333333333,333937.4583333333,357812.5,373416.6666666667,398162.5,422897.875,411575.0
burke county,NC,Hickory-Lenoir-Morganton,37,23,622,198744.44444444444,198744.44444444444,198744.44444444444,198744.44444444444,198744.44444444444,198744.44444444444,198744.44444444444,198744.44444444444,188754.04166666666,194000.0
campbell county,KY,Cincinnati,21,37,623,134192.5,123750.0,122833.33333333333,120208.33333333333,150406.66666666666,166991.25,163829.16666666666,180562.70833333334,202760.83333333334,208360.5
sevier county,TN,Sevierville,47,155,624,217195.83333333334,201391.66666666666,188237.5,189841.66666666666,190283.33333333334,194891.66666666666,214804.16666666666,235750.0,243870.83333333334,256950.0
story county,IA,Ames,19,169,625,149637.5,148533.33333333334,138950.0,155808.33333333334,168475.0,183756.25,216803.125,235183.33333333334,236873.95833333334,239875.0
gallatin county,MT,Bozeman,30,31,626,356380.0,356380.0,356380.0,356380.0,356380.0,359729.1666666667,386095.8333333333,414537.5,436495.8333333333,444750.0
platte county,MO,Kansas City,29,165,627,220245.75,197962.5,196687.5,206458.33333333334,221350.0,260687.5,279731.25,304297.5,315315.125,331639.5
buchanan county,MO,St. Joseph,29,21,628,123980.25,112050.0,104758.33333333333,101175.0,106841.66666666667,95818.33333333333,102750.0,103450.0,114181.20833333333,108450.0
grant county,WA,Moses Lake,53,25,629,190703.125,180237.5,172658.5,173974.125,182025.0,196350.0,207024.16666666666,218451.91666666666,234474.08333333334,232450.0
grafton county,NH,Claremont-Lebanon,33,9,630,224625.0,222116.66666666666,199108.33333333334,198158.33333333334,196183.33333333334,208666.66666666666,215695.83333333334,224841.66666666666,232812.5,235500.0
matanuska susitna borough,AK,Anchorage,2,170,631,235966.66666666666,226155.875,221585.41666666666,223766.66666666666,228179.16666666666,244139.16666666666,252350.58333333334,256627.91666666666,265875.0,271975.0
indiana county,PA,Indiana,42,63,632,121800.0,121800.0,121800.0,126050.0,132220.83333333334,125700.0,121758.33333333333,119424.16666666667,123133.33333333333,124900.0
chemung county,NY,Elmira,36,15,633,114108.33333333333,115425.0,106420.83333333333,106454.16666666667,116879.16666666667,116104.16666666667,119075.0,117895.83333333333,108812.5,102000.0
crawford county,PA,Meadville,42,39,634,114333.33333333333,113770.83333333333,109095.70833333333,104795.83333333333,107537.5,111825.0,110170.83333333333,116650.0,118675.0,123850.0
dodge county,WI,Beaver Dam,55,27,635,145500.0,130175.0,129820.79166666667,139541.66666666666,140345.83333333334,135612.5,138724.95833333334,141958.33333333334,156029.125,161900.0
calvert county,MD,Washington-Arlington-Alexandria,24,9,636,322095.75,303879.0,304128.5,307799.5833333333,330150.0,314891.8333333333,319953.3333333333,341725.0,358866.6666666667,344500.0
sherburne county,MN,Minneapolis-St. Paul-Bloomington,27,141,637,173575.0,150112.45833333334,158975.0,178250.83333333334,187766.58333333334,211237.45833333334,237026.5,251873.66666666666,278387.0416666667,285000.0
lapeer county,MI,Detroit-Warren-Dearborn,26,87,638,137650.0,127815.625,124608.33333333333,139662.5,159930.16666666666,169154.16666666666,176887.5,181537.5,189354.66666666666,187312.0
moore county,NC,Pinehurst-Southern Pines,37,125,639,285685.75,265413.3333333333,238533.29166666666,249841.66666666666,254040.41666666666,260078.5,270383.25,284020.7083333333,292999.6666666667,290935.0
mendocino county,CA,Ukiah,6,45,640,385945.8333333333,372104.1666666667,382245.8333333333,409775.0,400137.5,441733.3333333333,476583.0833333333,513766.625,537012.875,532127.75
grand traverse county,MI,Traverse City,26,55,641,198391.66666666666,187158.33333333334,187658.33333333334,195083.33333333334,216501.04166666666,228060.41666666666,258066.66666666666,282508.3333333333,283687.5,275600.0
wood county,WV,Parkersburg-Vienna,54,107,642,116270.83333333333,122020.83333333333,118362.5,123633.33333333333,132062.5,144287.5,134429.16666666666,134541.66666666666,140691.66666666666,145900.0
rogers county,OK,Tulsa,40,131,643,156535.5,150770.83333333334,148271.875,156814.83333333334,169502.08333333334,176541.08333333334,186693.83333333334,196516.375,198233.20833333334,200850.0
victoria county,TX,Victoria,48,469,644,143224.375,143087.5,168195.83333333334,166091.20833333334,190745.83333333334,208924.0,202282.08333333334,195408.875,192670.66666666666,194325.0
angelina county,TX,Lufkin,48,5,645,142916.66666666666,145466.66666666666,146879.16666666666,158597.875,163158.625,169116.66666666666,165418.75,166033.33333333334,188652.125,194600.0
ozaukee county,WI,Milwaukee-Waukesha-West Allis,55,89,646,259916.66666666666,238066.66666666666,233637.5,235679.16666666666,261162.5,293570.7916666667,316429.5833333333,327853.2916666667,347104.1666666667,384500.0
hunt county,TX,Dallas-Fort Worth-Arlington,48,231,647,126632.5,136837.91666666666,130867.08333333333,141066.66666666666,141137.66666666666,151533.33333333334,170708.33333333334,189882.95833333334,213769.75,214372.5
muskingum county,OH,Zanesville,39,119,648,116591.66666666667,109262.5,103812.5,112491.66666666667,114131.66666666667,121579.16666666667,129154.16666666667,127404.08333333333,140670.83333333334,142400.0
benton county,OR,Corvallis,41,3,649,278175.0,266050.0,253957.79166666666,276539.5833333333,285197.9166666667,311879.1666666667,340320.2083333333,363130.4166666667,381056.25,379975.0
rockdale county,GA,Atlanta-Sandy Springs-Roswell,13,247,650,170400.0,170400.0,170400.0,170400.0,170400.0,168850.0,172170.79166666666,179791.66666666666,205384.25,194900.0
suffolk city,VA,Virginia Beach-Norfolk-Newport News,51,800,651,256687.5,234037.5,230981.91666666666,240704.58333333334,260975.0,268238.2083333333,262336.625,281148.75,290537.7083333333,295000.0
saint croix county,WI,Minneapolis-St. Paul-Bloomington,55,109,652,185766.66666666666,173720.70833333334,179000.0,197512.5,224266.66666666666,260891.66666666666,248291.66666666666,271095.8333333333,306175.0,311450.0
walton county,GA,Atlanta-Sandy Springs-Roswell,13,297,653,164508.29166666666,144745.83333333334,135120.83333333334,174475.0,192366.66666666666,207099.125,223651.875,239134.375,260146.875,269900.0
jefferson county,WI,Watertown-Fort Atkinson,55,55,654,193716.66666666666,193716.66666666666,193716.66666666666,193716.66666666666,193716.66666666666,193716.66666666666,193716.66666666666,193716.66666666666,213549.04166666666,214900.0
midland county,MI,Midland,26,111,655,121120.83333333333,118016.66666666667,112066.66666666667,128887.5,130445.83333333333,135700.0,140127.79166666666,144316.625,151349.75,149900.0
saint clair county,AL,Birmingham-Hoover,1,115,656,184083.33333333334,170950.0,165033.33333333334,173540.125,184962.5,191058.08333333334,197329.04166666666,207940.41666666666,215195.83333333334,218400.0
saint landry parish,LA,Opelousas,22,97,657,134516.58333333334,120145.83333333333,129900.95833333333,127066.66666666667,142645.75,148533.33333333334,145224.91666666666,143766.58333333334,144891.625,149850.0
caldwell county,NC,Hickory-Lenoir-Morganton,37,27,658,144216.66666666666,134370.83333333334,136187.5,139662.5,138216.66666666666,139812.5,151300.0,158925.0,170575.0,183900.0
madison county,KY,Richmond-Berea,21,151,659,153887.5,149783.25,149516.625,146358.33333333334,145570.83333333334,151041.66666666666,159691.66666666666,170875.0,174175.0,168950.0
lee county,MS,Tupelo,28,81,660,153141.66666666666,156337.5,146412.5,150833.29166666666,158929.08333333334,170754.16666666666,167900.0,175429.16666666666,181916.66666666666,180750.0
newport county,RI,Providence-Warwick,44,5,661,394012.5,378139.6666666667,393383.3333333333,420775.0,414570.7916666667,427991.6666666667,440662.5,483033.3333333333,515655.125,499475.0
bannock county,ID,Pocatello,16,5,662,139690.5,131816.66666666666,141241.25,144125.0,139837.5,138200.0,145537.5,165279.16666666666,194458.33333333334,194656.25
limestone county,AL,Huntsville,1,83,663,174004.54166666666,169241.66666666666,174472.33333333334,171100.0,179749.95833333334,188934.75,211053.625,225426.83333333334,255437.5,260945.0
josephine county,OR,Grants Pass,41,33,664,260085.41666666666,225825.0,220066.25,250075.0,261895.83333333334,268517.9166666667,291233.2083333333,335733.3333333333,344616.5833333333,327000.0
talladega county,AL,Talladega-Sylacauga,1,121,665,163583.33333333334,156120.0,148946.66666666666,147135.41666666666,152241.08333333334,152583.33333333334,151812.5,150121.66666666666,153825.0,145000.0
clinton county,NY,Plattsburgh,36,19,666,165175.0,161950.0,152062.5,150400.0,155112.5,148891.66666666666,152762.5,150450.0,151308.33333333334,139450.0
orange county,TX,Beaumont-Port Arthur,48,361,667,132336.0,131600.0,128779.16666666667,128975.0,132404.125,137325.0,142304.16666666666,151379.16666666666,150812.5,159974.75
clearfield county,PA,DuBois,42,33,668,95903.95833333333,124378.16666666667,133737.45833333334,132245.79166666666,125842.20833333333,127651.41666666667,118304.16666666667,117083.33333333333,116758.41666666667,99700.0
vermilion county,IL,Danville,17,183,669,69700.0,75470.83333333333,74775.0,68754.125,73010.41666666667,74574.58333333333,68295.83333333333,68269.66666666667,75708.625,75000.0
manitowoc county,WI,Manitowoc,55,71,670,126312.5,119179.16666666667,119900.0,117629.16666666667,116941.66666666667,113045.83333333333,114932.58333333333,114639.58333333333,123391.16666666667,128725.0
cascade county,MT,Great Falls,30,13,671,181150.0,180954.16666666666,177304.16666666666,177239.375,179104.16666666666,185070.83333333334,191752.91666666666,199229.16666666666,208491.58333333334,208487.5
burleigh county,ND,Bismarck,38,15,672,280600.0,280600.0,280600.0,280600.0,280600.0,280034.5833333333,282804.1666666667,274366.6666666667,274453.9583333333,262400.0
wilson county,NC,Wilson,37,195,673,138270.83333333334,140645.83333333334,132300.0,135641.66666666666,134675.0,133708.33333333334,131493.75,139507.08333333334,141756.08333333334,149700.0
maury county,TN,Nashville-Davidson--Murfreesboro--Franklin,47,119,674,159691.66666666666,149877.75,151118.33333333334,153275.66666666666,165740.0,181770.83333333334,215009.58333333334,243407.75,269887.2916666667,275950.0
cullman county,AL,Cullman,1,43,675,160920.83333333334,147316.66666666666,151812.5,148133.33333333334,158163.04166666666,165254.16666666666,159745.83333333334,198483.33333333334,202712.5,192400.0
cattaraugus county,NY,Olean,36,9,676,124583.33333333333,121541.66666666667,124575.0,122445.83333333333,113062.5,115916.66666666667,111875.0,116870.83333333333,119779.16666666667,119450.0
lauderdale county,MS,Meridian,28,75,677,142333.33333333334,142333.33333333334,143508.33333333334,149000.0,147295.83333333334,138600.0,164120.79166666666,153479.16666666666,152279.08333333334,147375.0
cayuga county,NY,Auburn,36,11,678,151504.16666666666,145616.66666666666,145966.66666666666,148454.16666666666,145954.16666666666,132970.83333333334,128154.16666666667,129820.83333333333,144300.0,136350.0
glynn county,GA,Brunswick,13,127,679,285295.8333333333,245691.66666666666,236541.66666666666,251862.5,245216.66666666666,294165.0,328100.5833333333,351305.4166666667,363289.5833333333,352497.5
scioto county,OH,Portsmouth,39,145,680,88165.0,103016.66666666667,98054.16666666667,103575.0,114579.16666666667,118045.83333333333,118016.66666666667,110612.5,107146.16666666667,104450.0
elmore county,AL,Montgomery,1,51,681,206691.66666666666,193987.5,195199.91666666666,199099.95833333334,203400.0,197609.375,196600.0,195774.91666666666,206264.16666666666,214900.0
raleigh county,WV,Beckley,54,81,682,145241.66666666666,143547.91666666666,143145.83333333334,143912.5,151300.0,154654.16666666666,145600.0,141074.58333333334,130366.66666666667,126950.0
henderson county,TX,Athens,48,213,683,184752.08333333334,170709.16666666666,181291.45833333334,183112.5,201970.79166666666,220408.33333333334,238616.66666666666,233900.0,236454.16666666666,216750.0
island county,WA,Oak Harbor,53,29,684,340487.5,305870.2916666667,295154.1666666667,312745.8333333333,328872.9166666667,339570.8333333333,355679.1666666667,379820.75,403503.125,394000.0
rockwall county,TX,Dallas-Fort Worth-Arlington,48,397,685,195945.83333333334,199482.95833333334,208879.16666666666,228564.58333333334,254950.33333333334,294711.875,317311.4166666667,330372.5416666667,329789.0833333333,317535.0
frederick county,VA,Winchester,51,69,686,211278.20833333334,205382.83333333334,213076.66666666666,242040.20833333334,262340.0,266505.8333333333,282894.5833333333,297327.5,308001.6666666667,313945.0
lincoln county,NC,Charlotte-Concord-Gastonia,37,109,687,220000.0,220000.0,220000.0,220000.0,232980.41666666666,246239.58333333334,295808.5416666667,307507.0416666667,314896.7916666667,310901.0
franklin county,WA,Kennewick-Richland,53,21,688,181620.41666666666,181697.41666666666,182462.08333333334,179395.83333333334,195426.08333333334,218088.83333333334,242432.5,284603.2916666667,297173.8333333333,297425.0
ross county,OH,Chillicothe,39,141,689,122429.16666666667,117416.66666666667,113333.33333333333,110608.33333333333,117525.0,123550.0,127150.0,131720.83333333334,141336.58333333334,132974.5
somerset county,PA,Somerset,42,111,690,135945.83333333334,148275.0,151812.5,149953.75,149987.5,162525.0,156041.66666666666,157329.16666666666,153066.66666666666,156975.0
sullivan county,NY,N/A,36,105,691,188112.5,173416.66666666666,164225.0,167262.5,169454.16666666666,164316.5,157625.0,162654.16666666666,182216.66666666666,185750.0
jefferson county,AR,Pine Bluff,5,69,692,107143.75,101506.25,106525.0,97650.0,101087.5,97587.5,101295.83333333333,94807.29166666667,96525.0,88825.0
christian county,MO,Springfield,29,43,693,153662.5,143150.0,140512.5,151754.16666666666,163345.83333333334,170770.41666666666,183593.75,201941.66666666666,220837.5,236100.0
kosciusko county,IN,Warsaw,18,85,694,159387.5,157220.79166666666,156179.16666666666,163531.54166666666,177306.25,184816.66666666666,182461.20833333334,201812.5,204356.25,191350.0
payne county,OK,Stillwater,40,119,695,147094.08333333334,146866.66666666666,141166.75,145741.79166666666,152789.58333333334,157933.70833333334,162891.66666666666,177083.625,181290.70833333334,178500.0
twin falls county,ID,Twin Falls,16,83,696,150983.33333333334,147640.625,148341.66666666666,157129.58333333334,166779.58333333334,179268.75,198203.33333333334,233810.625,241803.33333333334,241150.0
cheshire county,NH,Keene,33,5,697,221062.5,201762.5,197601.75,197000.0,198133.79166666666,200750.0,202549.83333333334,215045.83333333334,232487.5,239900.0
erie county,OH,Sandusky,39,43,698,154148.08333333334,137404.16666666666,155629.16666666666,164554.16666666666,153170.83333333334,155276.95833333334,151943.75,160366.625,165787.5,167501.0
white county,AR,Searcy,5,145,699,140925.0,137270.83333333334,138535.41666666666,138481.25,130766.66666666667,130966.66666666667,128860.41666666667,139791.66666666666,142591.66666666666,139700.0
bartholomew county,IN,Columbus,18,5,700,139850.0,137537.5,143178.66666666666,148770.75,160525.83333333334,173045.83333333334,186804.16666666666,197620.41666666666,202357.125,220750.0
lancaster county,SC,Charlotte-Concord-Gastonia,45,57,701,194413.95833333334,173139.95833333334,171916.66666666666,203527.45833333334,229771.66666666666,247457.75,274430.5416666667,291668.2083333333,302125.6666666667,303245.0
valencia county,NM,Albuquerque,35,61,702,170845.58333333334,147937.5,139213.75,138158.33333333334,145612.5,152062.5,154150.0,157515.41666666666,175217.08333333334,177850.0
rockingham county,VA,Harrisonburg,51,165,703,227987.5,217650.0,214192.375,220928.5,232195.83333333334,220718.75,231154.125,240279.16666666666,254727.04166666666,259450.0
van buren county,MI,Kalamazoo-Portage,26,159,704,155143.875,141366.66666666666,149462.625,155537.5,159525.0,164137.79166666666,170125.0,194491.66666666666,214492.5,218450.0
leavenworth county,KS,Kansas City,20,103,705,175370.83333333334,164275.0,149645.83333333334,160110.41666666666,166893.75,176900.0,184725.0,210054.16666666666,233116.66666666666,239950.0
cole county,MO,Jefferson City,29,51,706,138129.16666666666,136420.83333333334,138262.5,133462.5,136350.0,139958.33333333334,145225.0,155233.33333333334,173891.66666666666,179900.0
umatilla county,OR,Hermiston-Pendleton,41,59,707,161766.66666666666,164495.41666666666,164033.33333333334,167395.83333333334,174008.33333333334,167500.0,175127.08333333334,181883.625,205645.79166666666,217000.0
cape girardeau county,MO,Cape Girardeau,29,31,708,147795.83333333334,145416.66666666666,138125.0,143043.75,152179.16666666666,154358.33333333334,153383.33333333334,160945.83333333334,169645.83333333334,170925.0
liberty county,TX,Houston-The Woodlands-Sugar Land,48,291,709,208800.0,208800.0,208800.0,208800.0,208800.0,208800.0,208800.0,207891.5,201072.04166666666,211990.0
lynchburg city,VA,Lynchburg,51,680,710,148741.66666666666,140458.33333333334,142045.70833333334,145383.33333333334,139081.25,134714.58333333334,142566.66666666666,150187.16666666666,164536.41666666666,166950.0
lewis county,WA,Centralia,53,41,711,214568.75,194729.16666666666,181669.91666666666,178147.875,188604.08333333334,187141.5,200389.54166666666,233650.0,242112.5,245500.0
natrona county,WY,Casper,56,25,712,187558.33333333334,185326.45833333334,195691.66666666666,214472.91666666666,239658.33333333334,244291.66666666666,225604.16666666666,217160.41666666666,232864.58333333334,225000.0
polk county,OR,Salem,41,53,713,226141.66666666666,196420.83333333334,188998.91666666666,213690.91666666666,226736.66666666666,251008.29166666666,275674.9166666667,307270.4166666667,331420.0,341400.0
coryell county,TX,Killeen-Temple,48,99,714,123920.83333333333,122766.66666666667,128045.16666666667,122825.0,116202.04166666667,136727.08333333334,134157.91666666666,134684.33333333334,155488.75,170828.75
clinton county,MI,Lansing-East Lansing,26,37,715,162841.66666666666,152115.83333333334,144670.83333333334,155591.625,160858.33333333334,167620.0,179008.33333333334,206309.41666666666,225151.54166666666,223675.0
anderson county,TN,Knoxville,47,1,716,154925.0,149114.58333333334,142235.41666666666,143520.83333333334,156966.66666666666,151137.5,152627.08333333334,161170.79166666666,177175.0,182400.0
